ㄹ,지역_소분류,매장명,테마명,장르,난이도,시간,오픈(리뉴얼),비고
서울,신촌,룸익스케이프 화이트점,마카오: 꼭두각시 광시곡,,HARD,60분,2018.07.26,
서울,신촌,마스터키프라임 신촌퍼플릭,인 투 더 와일드,어드벤처,2,60분,2021.10.29,
서울,신촌,마스터키프라임 신촌퍼플릭,그도 그럴 것이다,스릴러,4,60분,2022.02.18,
서울,신촌,마스터키프라임 신촌퍼플릭,씬,공포,3,70분,2022.07.07,
서울,신촌,방탈출ESC,해리포터,,7,60분,2016.03.29,
서울,신촌,방탈출ESC,미션 임파서블,,3,60분,2016.03.29,
서울,신촌,방탈출ESC,올드보이,,3,60분,2016.03.29,
서울,신촌,방탈출ESC,쇼생크 탈출,,3,60분,2016.03.29,
서울,신촌,방탈출ESC,쏘우,,3,60분,2016.03.29,
서울,신촌,위드방탈출카페,세번째 밤,,4,60분,2019.03.02,
서울,신촌,위드방탈출카페,170cm 즈음에,,4,60분,2019.03.02,
서울,신촌,위드방탈출카페,마에스트로,,3,60분,2019.03.02,
서울,신촌,위드방탈출카페,스쿨 오브 락,,3,60분,2019.03.02,
서울,신촌,이스케이프시티 그랜드시티 신촌점,신의 실수,"판타지, 신화",5,80분,2022.10.10,
서울,신촌,이스케이프시티 그랜드시티 신촌점,연,판타지,5,80분,2022.10.10,
서울,신촌,이스케이프시티 그랜드시티 신촌점,컨티뉴얼,공포 스릴러,3,70분,2024.01.22,
서울,신촌,클레버타운,난 너의 보이,?(공포 아님),4,90분,2023.11.14,
서울,신촌,클레버타운,좌뇌우뇌연구소,모노룸 아케이드 문제방,5,80분,2024.07.05,
서울,신촌,탐정크루 2호점,초코의 왕,코믹 추리,2,50분,2019.01,
서울,신촌,탐정크루 2호점,대저택의 비밀,추리,2,50분,2019.01,
서울,신촌,탐정크루 2호점,소년의 마음,심리 추적,3,50분,2019.01,
서울,신촌,탐정크루 2호점,출근길,추리,3,50분,2019.01,
서울,신촌,탐정크루 2호점,크라임씬-이상한 부부 이야기,범죄 스릴러,4,50분,2019.01,
서울,신촌,파노라마방탈출카페,판도라,,,80분,2023.05.26,보수공사
서울,신촌,프로젝트 30,언더 더 씨,SF+문제,3.5,60분,2024.11.12,
서울,신촌,프로젝트 30,언더 더 마린,추리+스릴러,4,60분,2025.01.10,
서울,홍대,덤앤더머 홍대점,휴가중,모험 어드벤처,3.5,평일 75분 주말 70분,2019.03.27,
서울,홍대,덤앤더머 홍대점,기담,추리 스릴러,3.5,평일 65분 주말 60분,2018.11.15,
서울,홍대,덤앤더머 홍대점,마리오네뜨,공포,3.5,평일 75분 주말 70분,2019.01.25,
서울,홍대,덤앤더머 홍대점,오므라이스,감성,2.5,평일 65분 주말 60분,2018.09.15,
서울,홍대,덤앤더머 홍대점,소공녀,동화,3,평일 65분 주말 60분,2018.09.15,
서울,홍대,덤앤더머 홍대점,knock knock,감성,3.5,평일 65분 주말 60분,2018.12.23,
서울,홍대,덤앤더머 홍대점,버킷리스트,감성 7080,4,평일 65분 주말 60분,2018.10.04,
서울,홍대,도어이스케이프 홍대점,신기루,코믹 탈옥,3,80분,2023.02.17,
서울,홍대,도어이스케이프 홍대점,해결,오컬트/스릴러,메인 1.5 서브 3.5,60분,2024.01.29,
서울,홍대,디코더,Introverted Thief(여자방),,,60분,2016.06.20,
서울,홍대,디코더,Furious Revenge(남자방),,,60분,2016.06.20,
서울,홍대,디코더,템포 루바토,,,76분 24초,2020.04.06,
서울,홍대,딥띵커,옹이의 꿈,,3,65분,2023.04.18,
서울,홍대,레다스퀘어 홍대점,세상의 진실을 마주하는 일에 대하여,"모험,탐험",3,60분,2024.05.10,
서울,홍대,레다스퀘어 홍대점,아득히 바라던 타오름에 대하여,드라마 서사,3,75분,2024.12.01,
서울,홍대,롯데시네마 홍대점 라이브시네마,우정,,,100분,2024.06.15,
서울,홍대,롯데시네마 홍대점 라이브시네마,학교: 그 날의 이야기,,,100분,2024.10.12,
서울,홍대,룸엘이스케이프 홍대점,베니,판타지,2,70분,2022.04.18,
서울,홍대,룸엘이스케이프 홍대점,퇴근길,스릴러,3.5,75분,2023.02.09,
서울,홍대,리얼이스케이프첼린지,셜록: 교수의 비밀,,5,60분,2015.12.05,
서울,홍대,리얼이스케이프첼린지,아르바이트: 과학자의 속임수,,4.5,60분,2016.01,
서울,홍대,리얼이스케이프첼린지,큐피드: 러브 첼린지,,4,60분,2015.12.05,
서울,홍대,리얼이스케이프첼린지,구미호: 호령마을 미스테리,,4,60분,2015.12,
서울,홍대,리얼이스케이프첼린지,로스트: 그 남자의 경고,,3.5,60분,2015.12.05,
서울,홍대,마스터키 노바홍대점,검은 의사,드라마 스릴러,3,60분,2024.09.10,
서울,홍대,마스터키 노바홍대점,NOEXIT,범죄,4,80분,2024.09.10,
서울,홍대,머더파커 홍대1호점,구둣방 손님,,중하,60분,2020.11.11,
서울,홍대,머더파커 홍대1호점,엠,,중상,70분,2020.11.11,
서울,홍대,머더파커 홍대1호점,밴드의 탄생,,중하,60분,2020.11.11,
서울,홍대,머더파커 홍대1호점,칠칠,,중상,70분,2020.11.11,
서울,홍대,머더파커 홍대1호점,주마등,,상,60분,2020.11.11,
서울,홍대,머더파커 WOW홍대점,홈그라운드,모험 SF판타지,중하,70분,2023.04.01,
서울,홍대,머더파커 WOW홍대점,선택받은 자,모험 판타지,중상,70분,2023.04.01,
서울,홍대,머더파커 WOW홍대점,HA,탐험 보물찾기,중하,70분,2023.04.01,
서울,홍대,미스터리룸이스케이프 홍대점,원혼괴담,공포,5,60분,2016.07,2025.02.28 종료
서울,홍대,미스터리룸이스케이프 홍대점,뱀파이어 드라큘라의 성,모험 미스터리,4,60분,2015.08,2025.02.28 종료
서울,홍대,미스터리룸이스케이프 홍대점,꼬치진다,19금,3.5,60분,2022.05.07,
서울,홍대,미스터리룸이스케이프 홍대점,블랙홀,B급 코믹,3,70분,2024.11.26,
서울,홍대,미스터리룸이스케이프 홍대2호점,쇼생크 탈출,감옥탈출,중간,60분,2017.11.13,
서울,홍대,미스터리룸이스케이프 홍대2호점,더 북: 소설책 속의 남자,드라마/판타지,쉬움,60분,2017.11.13,
서울,홍대,미스터리룸이스케이프 홍대2호점,스파이게임 1945,전쟁 스릴러,중간,60분,2017.11.13,
서울,홍대,미스터리룸이스케이프 홍대2호점,쏘우: 0KG,스릴러,어려움,60분,2020.12.01,
서울,홍대,방탈출 둡두,카르마,범죄,3,50분,2024.03.01,
서울,홍대,방탈출 둡두,행복을 드림니다,"감성, 동화",2.5,50분,2024.08.19,
서울,홍대,방탈출 둡두,더 라스트 에피소드,"스릴러,드라마",3.5,60분,2024.08.19,
서울,홍대,방탈출 둡두,둡두의 정석,문제방,4,60분,2024.12.27,
서울,홍대,브레이크아웃이스케이프 홍대점,호커스 1-마술사의 방,탐정물,3/6,50분,2017.10.27,
서울,홍대,브레이크아웃이스케이프 홍대점,호커스 2-비밀의 방,스릴러,5/6,50분,2017.10.27,
서울,홍대,브레이크아웃이스케이프 홍대점,수상한 한의원,"미스터리,추리",5/6,50분,2017.10.27,
서울,홍대,브레이크아웃이스케이프 홍대점,서리브럼,,6/6,50분,2017.12.22,
서울,홍대,브레이크아웃이스케이프 홍대점,최후의 낙원,"모험, 탐험",4.5/6,50분,2017.10.27,
서울,홍대,비밀의 숲,오버킬,,5,60분,2021.02.11,
서울,홍대,비밀의 숲,어비스,,4,75분,2021.07.07,
서울,홍대,비밀의 숲,리플레이,,4,80분,2021.09.19,
서울,홍대,비밀의 숲,드림레일,,3,70분,2023.05.23,
서울,홍대,비밀의 숲,베스트셀러,미스터리,3,75분,2023.12.07,
서울,홍대,비트포비아 던전 101,화생설화: Blooming,판타지,NORMAL,60분,2020.08.29,
서울,홍대,비트포비아 던전 101,전래동 자살사건,추리,HARD,70분,2020.08.29,
서울,홍대,비트포비아 던전 101,MST 엔터테인먼트,탈출 잠입,NORMAL,60분,2020.09.12,
서울,홍대,비트포비아 던전 101,렛츠 플레이 투게더,판타지,EASY,60분,2023.12.27,
서울,홍대,비트포비아 홍대던전,오늘 나는,드라마 서사,NORMAL,60분,2019.01.10,
서울,홍대,비트포비아 홍대던전,날씨의 신,판타지,NORMAL,60분,2018.06.16,
서울,홍대,비트포비아 홍대던전,꿈의 공장,판타지,NORMAL,60분,2019.01.16,
서울,홍대,비트포비아 홍대던전,사라진 보물: 대저택의 비밀,탈출 잠입,NORMAL,60분,2018.06.16,
서울,홍대,비트포비아 홍대던전3,그 달동네,스릴러,EASY,70분,2022.07.30,
서울,홍대,비트포비아 홍대던전3,이미지 세탁소,판타지,NORMAL,70분,2022.08.17,
서울,홍대,비트포비아 홍대던전3,경성 연쇄실종사건,추리,HARD,70분,2022.09.28,
서울,홍대,비트포비아 홍대던전3,And I met E,판타지,NORMAL,70분,2022.11.09,
서울,홍대,비밀의화원 다운타운점,프로메사 ACT 1 주마등,약속,3,90분,2021.09.10,
서울,홍대,비밀의화원 다운타운점,프로메사 ACT 2 조우,약속,3,90분,2021.09.10,
서울,홍대,비밀의화원 다운타운점,데이 트립,로드/드라마,2,90분,2023.03,
서울,홍대,비밀의화원 다운타운점,보스: 컴퍼니 루,느와르,4,80분,2021.11.05,
서울,홍대,비밀의화원 미드나잇점,"기다려, 금방 갈게",로드/드라마,4,90분,2019.12.24,
서울,홍대,비밀의화원 미드나잇점,비밀의 가족,공포/스릴러,4,75분,2019.12.28,
서울,홍대,비밀의화원 미드나잇점,파리82,코믹,4,72분,2020.01.01,
서울,홍대,비밀의화원 미드나잇점,팩토리 엠,정체불명,5,75분,2020.02.06,
서울,홍대,상상의문 홍대점,호러맨스,"로맨스, 스릴러",3,70분,2023.01.02,
서울,홍대,상상의문 홍대점,서울만 가면 된다,일상 코미디,3,69분,2023.02.12,
서울,홍대,상상의문 홍대점,타이탄: 전쟁의 경계,SF,3,75분,2023.05.07,
서울,홍대,상상의문 홍대점,디든트,추리,5,90분,2023.03.27,
서울,홍대,서울이스케이프룸 홍대2호점,CIA본부에서의 탈출,,5,75분,2017.02.01,2025.02.28 종료
서울,홍대,서울이스케이프룸 홍대2호점,아마존의 잃어버린 도시,,4,75분,2017.01.14,3월 중 종료
서울,홍대,서울이스케이프룸 홍대2호점,베니스상인의 저주받은 저택,,4,60분,2017.01.11,2025.02.28 종료
서울,홍대,스피키지 방탈출카페,급X,코믹,4,65분,2022.07.16,
서울,홍대,스피키지 방탈출카페,올림픽 시즌2-1988,스포츠,3,65분,2022.09.16,
서울,홍대,시크릿코드,조난자들,,3,60분,2017.01.07,
서울,홍대,시크릿코드,제페토,,4,60분,2016.12.15,
서울,홍대,시크릿코드,독립군,,3,60분,2016.12.28,
서울,홍대,시크릿코드,미션,,3(하드:5),60분,2017.01.31,
서울,홍대,시크릿코드,백마교의 최후,,4,60분,2016.12.15,
서울,홍대,싸인이스케이프 홍대점,거상,,4,75분,2019.09.10,
서울,홍대,싸인이스케이프 홍대점,졸업,,3,60분,2020.02.29,
서울,홍대,싸인이스케이프 홍대점,하이팜,,4,60분,2020.09.24,
서울,홍대,엑스이스케이프 홍대놀이터점,인형살인,"공포,스릴러",3,50분,2016.06.01,
서울,홍대,엑스이스케이프 홍대놀이터점,인육식당,공포,3.5,50분,2016.06.01,
서울,홍대,엑스이스케이프 홍대놀이터점,저주인형,"공포,스릴러",3,50분,2016.06.01,
서울,홍대,엑스이스케이프 홍대놀이터점,사진괴담,"공포,스릴러",3,50분,2016.06.01,
서울,홍대,엑스이스케이프 홍대놀이터점,셰들렉의 원혼,스릴러,4.5,50분,2016.06.01,
서울,홍대,엑스이스케이프 홍대놀이터점,홈 스윗 홈,스릴러,5,50분,2022.04.25,
서울,홍대,엑스이스케이프 홍대놀이터점,선물,"감성, 힐링",3.5,50분,2022.04.01,
서울,홍대,엑스이스케이프 홍대놀이터점,리페인팅,"공포,스릴러",3.5,50분,2022.10.29,
서울,홍대,엑스이스케이프 홍대상상마당점,타로술사의 비밀,"추리,미스터리",3,50분,2017.04(2024.04.19),
서울,홍대,엑스이스케이프 홍대상상마당점,몬스터 탐험가,"어드벤처,탐험",3,50분,2017.04,
서울,홍대,엑스이스케이프 홍대상상마당점,애인탈옥,"미션, 잠입",3.5,50분,2017.04,
서울,홍대,엑스이스케이프 홍대상상마당점,인육판매자,"공포,스릴러",4,50분,2017.04,
서울,홍대,엑스케이프 홍대점,육식주의자,추리/공포,4,60분,2017.09.13,
서울,홍대,엑스케이프 홍대점,고요의 기지,판타지/드라마,3,60분,2017.08.10,
서울,홍대,엑스케이프 홍대점,버지니아 란제리샵,에로/코미디,3,60분,2017.09.28,
서울,홍대,엑스케이프 홍대점,녹,서스펜스/미스터리,3.5,60분,2017.08.10,
서울,홍대,엑스케이프 홍대점,더 다이스 룸,스릴러/추리,3,60분,2017.08.10,
서울,홍대,엑스케이프 홍대점,그 남자 그 여자,로맨스/드라마,3.5,60분,2017.09.13,
서울,홍대,오아시스 뮤지엄,업사이드 다운,어드벤처,3,75분,2022.02.14,
서울,홍대,오아시스 뮤지엄,미씽 삭스 미스터리,어드벤처,3,65분,2023.01.04,
서울,홍대,오아시스 뮤지엄,배드타임,"어드벤처, 스푸키",3,75분,2024.04.25,
서울,홍대,위욜,즐거운 나의 집,스릴러,3,60분,2022.10.17,
서울,홍대,위욜,디어 마이 프렌드,판타지,3,70분,2023.03.16,
서울,홍대,위욜,히든 오퍼,미스터리 잠입,3,70분,2025.01.23,
서울,홍대,이스케이프 하우스,사라진 목소리,미스터리 스릴러,5,60분,2017.10.18,
서울,홍대,이스케이프 하우스,미드 나이트,미스터리 스릴러,3,60분,2016.08,
서울,홍대,이스케이프 하우스,임파서블,미스터리 스릴러,4,60분,2016.06.01,
서울,홍대,이스케이프 하우스,3인의 저주,미스터리 스릴러,3,60분,2016.06.01,
서울,홍대,이스케이프 하우스,살인호텔,미스터리 스릴러,5,60분,2023.11.06,
서울,홍대,이스케이퍼스 1호점,붉은머리연맹,"잠입,스릴러",3,60분,2017.02.16,
서울,홍대,이스케이퍼스 1호점,싸이코메트리,"스릴러,추리",5,60분,2017.04.08,
서울,홍대,이스케이퍼스 1호점,RS 룸 노멀,없음,3,60분,2017.02.13,
서울,홍대,이스케이퍼스 1호점,RS 룸 스피드런,없음,7,120분,2020.07.19,
서울,홍대,이스케이퍼스 1호점,서커스: 공중그네,공포,3,60분,2017.11.10,
서울,홍대,이스케이퍼스 1호점,라이브,"공포,스릴러",4,80분,2019.08.27,
서울,홍대,이스케이퍼스 2호점,네모네모 마믈메는 무슨밀미 밌멌믈까,아케이드,3,40~60분,2019.05.11,
서울,홍대,이스케이퍼스 2호점,멍스타그램,드라마,4,60분,2019.10.17,
서울,홍대,이스케이퍼스 2호점,인생낚시,,노말 4/하드 5,60분,2019.12.16,
서울,홍대,이스케이퍼스 2호점,만약 당신이 길을 잃었다면,드라마,3,90분,2020.04.30,
서울,홍대,이스케이퍼스 2호점,테라포밍 마스,SF,5,137분,2023.05.04,
서울,홍대,제로월드 홍대점,사랑하는 감,병맛,3.5,60분,2023.03.19,
서울,홍대,제로월드 홍대점,얼라이브,"스릴러, 생존",3,80분,2023.07.28,
서울,홍대,제로월드 홍대점,깜방탈출,잠입,4,75분,2023.05.07,
서울,홍대,제로월드 홍대점,녹스,"잠입,미스터리",3.5,70분,2024.02.17,
서울,홍대,제로월드 홍대점,층간소음,공포,2.5,65분,2024.04.08,
서울,홍대,지구별방탈출 홍대라스트시티점,스텔라,드라마,3,70분,2023.08.28,
서울,홍대,지구별방탈출 홍대라스트시티점,문신,스릴러,3,67분,2023.08.17,
서울,홍대,지구별방탈출 홍대라스트시티점,멸종위기종 탐사대,어드벤처/미션,4,65분,2023.05.16,
서울,홍대,지구별방탈출 홍대라스트시티점,스위티,?,3,60분,2023.04.28,
서울,홍대,지구별방탈출 홍대라스트시티점,섀도우,범죄/미스터리,3,75분,2023.03.28,
서울,홍대,지구별방탈출 홍대라스트시티점,라스트 코어,SF,4,90분,2024.07.09,
서울,홍대,지구별방탈출 홍대어드벤처점,퀘스트: 여정의 시작,판타지,3,50분,2022.08.01,
서울,홍대,지구별방탈출 홍대어드벤처점,미스터리,미스터리,4.5,85분,2022.08.18,
서울,홍대,지구별방탈출 홍대어드벤처점,지난 날을 잊었다,감성,3.5,65분,2022.09.28,
서울,홍대,지구별방탈출 홍대어드벤처점,아몬: 새벽을 여는 소년,어드벤처,3,70분,2024.06.03,
서울,홍대,코드케이 홍대점,꼬레아 우라,판타지,4,75분,2019.10.08,
서울,홍대,퀘스천 마크,퀘스천 마크,?,?,75분,2021.05.06,
서울,홍대,큐브이스케이프 홍대점,피라미드,어드벤처,3,60분,2016.01.08,
서울,홍대,큐브이스케이프 홍대점,헨젤과 그레텔,동화 어드벤처,4,60분,2016.01.08,
서울,홍대,큐브이스케이프 홍대점,게슈타포,첩보,4,60분,2015.12.31,
서울,홍대,큐브이스케이프 홍대점,로미오 포인트,스릴러,4,60분,2016.01.08,
서울,홍대,큐브이스케이프 홍대점,몽키 하우스,호러/스릴러,3,60분,2015.12.31,
서울,홍대,큐브이스케이프 홍대점,타워링,재난,4,60분,2016.01.08,
서울,홍대,큐브이스케이프 홍대점,장기밀매,스릴러,5,60분,2015.12.31,
서울,홍대,큐브이스케이프 홍대점,딜리버,스릴러,4,60분,2015.12.31,
서울,홍대,키이스케이프 홍대점,고백,,5,85분,2019.01,2025년 7월 종료예정
서울,홍대,키이스케이프 홍대점,삐릿뽀,어드벤처,4,75분,2018.11.24,2025년 7월 종료예정
서울,홍대,키이스케이프 홍대점,홀리데이,판타지,4,60분,2018.12.13,2025년 7월 종료예정
서울,홍대,토끼굴 방탈출,두껍아 두껍아 헌집줄게 새집다오,드라마 미스터리,3,75분,2024.11.30,
서울,홍대,티켓투이스케이프,갤럭시 익스프레스,타임어택,4,20~40분,2023.11.24,
서울,홍대,티켓투이스케이프,해줘 놈즈,미션 해결,3,75분,2023.11.24,
서울,홍대,티켓투이스케이프,씬 비하인드 더 신,드라마/연극,4,60분,2023.11.24,
서울,홍대,티켓투이스케이프,로랑 옥스퍼드,활동성/판타지,3,60분,2023.11.24,
서울,홍대,티켓투이스케이프,오 자네 왔는가,조선시대/코믹,3,60분,2023.11.24,
서울,홍대,티켓투이스케이프,삼일보육원,스릴러/약공포,4,75분,2023.11.24,
서울,홍대,티켓투이스케이프,헬로 프레이,SF,4,75분,2023.12.28,
서울,홍대,티켓투이스케이프,라빈의 보물상점,판타지,3,60분,2024.02.03,
서울,홍대,티켓투이스케이프,더 웨이 아웃,탈출/미션,3.5,60분,2024.02.07,
서울,홍대,티켓투이스케이프,하씨 심부름센터,미션/스토리,4,60분,2024.03.13,
서울,홍대,티켓투이스케이프,웨스턴 뱅,타임어택,4,70분,2024.04.20,
서울,홍대,티켓투이스케이프,364일,롤플레잉/미션,3,65분,2024.06.22,
서울,홍대,티켓투이스케이프,낮과 밤,미션/판타지,4,60분,2024.08.02,
서울,홍대,티켓투이스케이프,히든 시나리오,스릴러/범죄,4,80분,2024.11.10,
서울,홍대,티켓투이스케이프,게임의 법칙,아케이드/미션,5,99분,2025.01.22,
서울,홍대,포인트나인 홍대점,사일런트,"스릴,수사",3,75분,2022.07.12,
서울,홍대,포인트나인 홍대점,리슨,스릴,3,75분,2022.12.27(2023.11.24),
서울,홍대,플레이포인트랩 홍대점,온칼로,어드벤처 추리,3,60분,2017.12.30,
서울,홍대,플레이포인트랩 홍대점,연애조작단,감성 추리,2,60분,2017.12.24,
서울,홍대,플레이포인트랩 홍대점,B미술학원 13호실,공포,3,60분,2018.01.04,
서울,홍대,해피앤딩방탈출,탐정 브레드맨: 도넛 살인사건,판타지/추리,4(초보자) 3(10~20회),60분,2023.05.23,
서울,홍대,해피앤딩방탈출,해피 버스 데이,스릴러,4(초보자) 2.5~3(10~20회),60분,2023.05.23,
서울,홍대,해피앤딩방탈출,어?계인씨!,개그,3(초보자) 2~2.5(10~20회),45분,2024.01.26,
서울,홍대,히든스위치,미씽,SF+우주,4,75분,2020.02.24,
서울,홍대,히든스위치,오드리,모험+판타지,3,75분,2020.08.15,
서울,대학로,덤앤더머 대학로점,글램핑,,2.5,60분,2017.12,
서울,대학로,덤앤더머 대학로점,크라임시티,,3.5,60분,2017.07.27,
서울,대학로,덤앤더머 대학로점,작전명: 옵저버,,4,60분,2017.11,
서울,대학로,덤앤더머 대학로점,러브 클리닉,,2.5,60분,2017.07.27,
서울,대학로,덤앤더머 대학로점,투 앨리스,,3.5,60분,2017.08.24,
서울,대학로,덤앤더머 대학로점,푸른 수염,추리/스릴러,3,60분,2017.08.09,
서울,대학로,룸즈에이 대학로점,시크릿 에이전트,잠입/수사,4,60분,2017.12.21,
서울,대학로,룸즈에이 대학로점,게인 타임,문제해결/공상,5,60분,2017.12.21,
서울,대학로,룸즈에이 대학로점,안개꽃,감성/로맨스,4,60분,2017.12.21,
서울,대학로,룸즈에이 대학로점,낭랑카페,힐링/판타지,3,60분,2018.01.20,
서울,대학로,룸즈에이 대학로점,행방불냥,고양이/큐트,3,60분,2018.04.07,
서울,대학로,비밀의화원 대학로점,대감댁 변씨,조선므훗병맛,4,60분,2019.04.22,
서울,대학로,비밀의화원 대학로점,슈퍼 플레이어,레트로게임,5,60분,2019.04.22,
서울,대학로,비밀의화원 대학로점,비밀의 모험,어드벤처,5,75분,2019.05.10,
서울,대학로,비밀의화원 대학로점,엑스튜브,공포/스릴러,5,60분,2019.05.17,
서울,대학로,비밀의화원 대학로점,나이스,복고/뮤지컬,3,60분,2019.05.28,
서울,대학로,비밀의화원 대학로점,혜화애,로드/로맨스,2,90분,2019.06.15,제한적 운영
서울,대학로,비밀의화원 시네마틱점,H.E.L.L.P,추리,5,100분,2021.02.26,
서울,대학로,비밀의화원 시네마틱점,달: 기억의 조각,감성,4,75분,2021.03.10,
서울,대학로,비밀의화원 시네마틱점,삼남매 이씨 장녀,로드/힐링,2,60분,2021.07.23,
서울,대학로,비밀의화원 시네마틱점,삼남매 이씨 차녀,코믹,2,60분,2021.07.23,
서울,대학로,비밀의화원 시네마틱점,삼남매 이씨 막내,오컬트,2,60분,2021.07.23,
서울,대학로,비밀의화원 시네마틱점,도망자 여씨,타임어택,3.5,45분,2021.08.08,
서울,대학로,비밀의화원 시네마틱점,딜레마,미스터리/드라마,3.5,80분(영상시간 포함),2021.08.13,
서울,대학로,비트포비아 대학로점,잭 더 리퍼,추리,3,60분,2016.03.26,
서울,대학로,비트포비아 대학로점,이일호씨,탈출 잠입,2,60분,2017.05.22,
서울,대학로,비트포비아 대학로점,이런 변이 있나,코믹,3,60분,2018.07.08,
서울,대학로,비트포비아 대학로점,지금 만나러 갑니다,스릴러,3,60분,2020.02.08,
서울,대학로,비트포비아 대학로점,구룡 잠들지 않는 도시,미스터리,4,65분,2020.09.21,
서울,대학로,상상의문 대학로점,스포일러,미스터리,5,85분,2022.01.22,
서울,대학로,상상의문 대학로점,나이트 워크,판타지,3,100분,2022.03.16(2022.10.21),
서울,대학로,상상의문 대학로점,경찰과 도둑 ep1 경찰이야기,추리,3,60분,2022.04.14(2022.11.25),
서울,대학로,상상의문 대학로점,경찰과 도둑 ep1 도둑이야기,추리,3,60분,2022.04.14(2022.11.25),
서울,대학로,셜록홈즈 대학로점,미녀와 야수,동화,2,60분,2017.12.28,
서울,대학로,셜록홈즈 대학로점,위험한 레시피,"추리,스릴러",4,60분,2017.12.28,
서울,대학로,셜록홈즈 대학로점,무속인 살인사건,"추리,스릴러",4,60분,2017.12.28,
서울,대학로,셜록홈즈 대학로점,드림 인베이더(대학로버전),"SF, 첩보",3,60분,2017.12.28,
서울,대학로,셜록홈즈 대학로점,혼: 원혼의 저주,공포,3,60분,2017.12.28,
서울,대학로,시크릿챔버,비기너스 럭,,4,60분,2017.01.29,
서울,대학로,시크릿챔버,더 시크릿 챔버,,4,60분,2016.03.19,
서울,대학로,시크릿챔버,야마시타 골드,,3,60분,2016.03.19,
서울,대학로,시크릿챔버,프로즌 브레이크,,2,60분,2016.03.19,
서울,대학로,시크릿챔버,올드 스쿨 80's,,4,60분,2016.03.19,
서울,대학로,에필로그,먼데이 나이트,판타지,3,80분,2022.10.27,
서울,대학로,에필로그,스테이지,공포/현실,3,80분,2023.04.28,
서울,대학로,에필로그,다섯번째 밤,추리/게임,3,80분,2024.04.20,
서울,대학로,에필로그,메모리,,2,60분,2024.12.28,
서울,연신내,방탈출 미로,무속인 살인사건,,4,60분,2019.06,
서울,연신내,방탈출 미로,프로젝트 노아,,4,60분,2019.06,
서울,연신내,방탈출 미로,호텔: 사라진 다이아몬드,,3,60분,2019.06,
서울,연신내,방탈출 미로,피노,,4,60분,2021.12.06,
서울,연신내,방탈출 미로,연: 그날의 기억,,4,75분,2022.04.29,
서울,성신여대앞,셜록홈즈 성신여대점,호텔: 사라진 다이아몬드,,4,60분,2018.04.12,
서울,성신여대앞,셜록홈즈 성신여대점,크라임씬,,3,60분,2018.04.12,
서울,성신여대앞,셜록홈즈 성신여대점,빛과 그림자:화이트의 죽음 2,드라마,3,60분,2019.11.02,
서울,성신여대앞,셜록홈즈 성신여대점,보헤미아 왕국의 스캔들,드라마,4,60분,2018.04.12,
서울,성신여대앞,이스케이프시티 성신여대점,비밀결사대,"역사,암살",5,60분,2019.05,
서울,성신여대앞,이스케이프시티 성신여대점,킬러VS,스릴러,4,60분,2019.05,
서울,성신여대앞,이스케이프시티 성신여대점,VS경찰,스릴러,3,60분,2019.05,
서울,성신여대앞,이스케이프시티 성신여대점,그녀를 찾아서,공포,4,60분,2019.08,
서울,성신여대앞,이스케이프시티 성신여대점,시험지 유출사건,"범죄,오락",4,60분,2020.04.09,
서울,명동,비트포비아 명동점,도깨비,모험 탐험,4,60분,2017.12.23,리뉴얼 예정
서울,명동,비트포비아 명동점,오늘밤 주인공은 나야 나,탈출 잠입,4,60분,2017.12.23,리뉴얼 예정
서울,명동,비트포비아 명동점,드러건 [배신의 씨앗: 의심],스릴러,3,40분,2023.10.24,리뉴얼 예정
서울,명동,알카트래즈,미저리,,4,60분,2023.01.31,
서울,명동,알카트래즈,프리즌 이스케이프-리턴,,4,60분,2023.01.31,
서울,명동,알카트래즈,카르텔,,4,60분,2023.01.31,
서울,명동,알카트래즈,대부호 스핑크스의 초대장,,3,60분,2023.01.31,
서울,노원,더메이즈 노원점,로스트 더 프린스,,3.5,60분,2016.12.15,
서울,노원,더메이즈 노원점,노 원,,4,60분,2016.12.15,
서울,노원,더메이즈 노원점,상계동 357-8,공포,4,60분,2016.12.15,
서울,노원,더메이즈 노원점,시크릿 룸,,3,60분,2016.12.15,
서울,노원,더메이즈 노원점,탐정 인 뉴욕,추리,3.5,60분,2016.12.15,
서울,노원,더메이즈 노원점,상의원,,3,60분,2018.02.15,
서울,노원,더메이즈 노원점,더 바틀샵 인 중계동,,3.5,60분,2018.03,
서울,노원,더메이즈 노원점,디셈블,스릴러/드라마,4.5,70분,2024.02.03,
서울,노원,더메이즈 노원점,딜리트,서스펜스/드라마,4,70분,2024.02.27,
서울,노원,더메이즈 노원점,골드,,5,70분,2024.04,
서울,노원,셜록홈즈 노원점,도둑들,,4,60분,2017.10.30,
서울,노원,셜록홈즈 노원점,스토커,,3,60분,2019.11,
서울,노원,셜록홈즈 노원점,미녀와 야수2,,4,60분,2019.11,
서울,노원,셜록홈즈 노원점,파라오의 심판,,4,60분,2019.08,
서울,노원,셜록홈즈 노원점,황금감옥: 와캄,,3,60분,2020.04.28,
서울,노원,셜록홈즈 노원점,지프리트의 심장,판타지,4,60분,2020.03.24,
서울,노원,플레이포인트랩 노원점,일탈,드라마,4,60분,2021.04.23,
서울,노원,플레이포인트랩 노원점,이모션,판타지,3,60분,2021.04.23,
